Students	500
185	42 9 22 25
186	21 13 24 22
187	40 34 28 37
188	17 21 1 23
189	9 17 50 3
190	48 17 5 18
191	22 14 45 29
192	16 33 23 39
193	45 10 18 36
194	33 41 12 19
195	13 41 2 40
196	26 24 31 13
197	24 50 34 14
198	11 18 40 13
199	15 5 32 26
200	4 48 40 37
201	46 48 28 14
202	32 10 20 49
203	11 39 15 45
204	29 20 43 27
205	40 17 6 14
206	6 7 40 46
207	46 33 14 8
208	19 35 40 3
209	21 5 48 12
210	8 35 6 11
211	37 47 29 24
212	32 4 23 20
213	22 23 12 17
214	36 33 11 19
215	44 35 50 37
216	21 44 16 28
217	7 48 45 35
218	40 42 19 45
219	13 5 49 30
220	2 33 34 43
221	37 30 32 31
222	8 33 25 5
223	13 4 45 21
224	47 34 50 43
225	20 12 5 27
226	3 29 35 10
227	3 7 14 24
228	47 44 39 46
229	36 17 27 39
230	44 15 23 11
231	33 22 34 36
232	2 47 11 14
233	9 29 40 20
234	36 3 1 33
235	9 33 28 18
236	4 32 30 27
237	44 26 34 19
238	11 19 42 44
239	33 1 21 22
240	50 7 30 10
241	45 31 25 32
242	47 19 12 17
243	16 3 33 48
244	31 18 2 50
245	12 42 25 47
246	49 28 3 15
247	33 48 28 16
248	13 42 24 26
249	20 32 50 12
250	24 19 42 6
251	16 19 38 23
252	10 28 20 33
253	49 34 23 25
254	29 50 32 48
255	15 32 24 45
256	40 4 25 24
257	38 47 14 40
258	12 14 46 49
259	41 39 27 26
260	30 49 43 18
261	41 44 20 34
262	38 2 18 25
263	31 17 43 26
264	7 30 40 48
265	2 49 5 1
266	30 43 13 7
267	18 39 46 47
268	10 20 38 3
269	6 21 38 37
270	47 25 7 17
271	31 29 37 26
272	39 34 35 38
273	24 43 33 50
274	3 13 25 45
275	9 35 28 2
276	9 42 18 46
277	43 19 47 32
278	37 23 22 20
279	31 3 29 45
280	40 19 33 50
281	35 22 30 15
282	10 1 48 14
283	35 49 17 22
284	11 31 20 8
285	37 47 4 28
286	47 15 6 40
287	45 36 31 11
288	33 2 8 34
289	50 35 24 6
290	47 18 6 44
291	49 29 20 43
292	15 3 31 9
293	26 48 36 34
294	30 45 10 13
295	33 46 5 1
296	34 23 13 12
297	8 23 41 21
298	43 10 4 2
299	4 33 19 38
300	15 3 20 2
301	1 31 12 10
302	16 4 45 10
303	35 7 29 12
304	49 25 29 38
305	19 6 5 17
306	22 27 8 10
307	27 20 48 18
308	27 24 25 46
309	35 8 37 36
310	47 21 46 27
311	30 44 50 49
312	48 21 37 31
313	31 3 27 29
314	13 48 4 10
315	19 31 29 14
316	34 35 20 18
317	2 32 46 49
318	47 3 10 15
319	6 25 35 38
320	10 44 2 24
321	47 42 13 4
322	20 30 38 28
323	43 45 48 9
324	13 23 36 42
325	15 36 17 41
326	33 1 4 34
327	23 17 42 2
328	39 14 1 6
329	47 16 45 30
330	47 16 2 45
331	13 19 10 17
332	13 23 35 6
333	44 36 5 11
334	11 49 38 9
335	10 26 18 39
336	6 19 38 46
337	18 45 11 28
338	31 36 26 5
339	35 36 16 2
340	6 22 24 1
341	19 23 41 2
342	16 34 15 4
343	8 19 35 28
344	22 31 17 28
345	10 41 44 42
346	26 17 12 2
347	26 11 18 43
348	50 24 46 5
349	38 33 9 39
350	17 25 42 34
351	8 6 11 50
352	18 28 32 24
353	3 31 19 20
354	26 48 11 21
355	18 49 1 35
356	22 38 44 23
357	5 21 33 14
358	43 15 28 9
359	1 18 27 33
360	3 50 26 41
361	30 40 36 3
362	38 1 10 31
363	28 33 9 38
364	39 6 42 49
365	38 48 35 12
366	21 4 33 39
367	43 25 30 45
368	24 22 42 5
369	40 7 34 24
370	39 19 13 11
371	40 9 15 48
372	50 45 17 1
373	42 10 35 22
374	11 32 40 26
375	16 14 35 6
376	2 18 40 16
377	17 12 46 10
378	4 48 43 22
379	34 47 30 3
380	29 4 17 36
381	13 22 48 23
382	4 19 34 11
383	41 13 26 7
384	12 3 33 49
385	38 17 9 15
386	3 39 21 15
387	15 39 50 14
388	28 43 38 7
389	21 4 42 35
390	32 15 23 16
391	42 20 33 49
392	41 19 31 36
393	10 41 23 35
394	15 5 3 18
395	6 4 43 22
396	47 29 45 9
397	23 41 12 18
398	7 22 42 5
399	25 3 7 27
400	18 37 1 39
401	45 7 46 34
402	41 20 31 14
403	9 48 3 31
404	15 35 27 28
405	46 7 33 34
406	20 13 14 1
407	33 35 3 18
408	40 24 14 17
409	37 28 10 7
410	2 36 22 16
411	30 50 8 29
412	6 33 35 11
413	1 23 33 43
414	38 18 24 42
415	17 43 37 18
416	38 50 18 8
417	32 45 2 43
418	14 11 43 44
419	48 6 47 10
420	47 9 10 2
421	36 33 34 20
422	37 24 23 33
423	17 3 25 42
424	47 28 38 44
425	10 17 39 36
426	27 17 6 1
427	19 43 9 15
428	22 32 12 28
429	6 3 47 4
430	25 48 4 19
431	34 16 2 11
432	25 12 33 13
433	43 41 40 12
434	32 37 30 1
435	42 18 33 40
436	15 47 24 12
437	38 48 3 34
438	25 41 9 42
439	25 18 42 7
440	30 9 41 1
441	36 48 40 21
442	46 45 9 35
443	8 32 15 24
444	5 27 21 3
445	50 5 8 14
446	32 39 12 29
447	19 8 41 35
448	36 27 35 32
449	37 5 32 8
450	40 47 49 22
451	22 36 40 1
452	7 19 15 32
453	46 48 9 14
454	30 45 14 22
455	1 29 45 38
456	25 6 43 29
457	18 30 1 12
458	33 17 25 46
459	21 43 31 47
460	26 27 12 18
461	15 6 41 25
462	49 20 12 45
463	36 47 39 37
464	41 4 39 13
465	35 38 4 17
466	9 12 31 20
467	24 49 16 10
468	49 19 16 35
469	22 4 28 8
470	6 30 20 44
471	2 30 24 21
472	12 33 38 40
473	3 7 22 12
474	20 42 15 19
475	28 27 5 13
476	5 40 17 28
477	26 41 40 4
478	8 23 46 48
479	42 6 2 3
480	29 36 8 27
481	13 34 21 30
482	36 41 33 40
483	21 13 16 11
484	50 16 13 41
485	15 32 1 40
486	39 21 42 26
487	14 36 19 39
488	5 39 42 15
489	22 35 41 15
490	32 20 4 43
491	24 44 43 35
492	35 48 32 12
493	13 12 37 16
494	19 6 13 36
495	29 38 8 39
496	38 16 30 10
497	35 44 16 3
498	22 21 14 47
499	26 3 41 28
500	37 46 5 40
