Student,Course ID,Subject,College,Level,Section,Status,Stat Dt,Add Dt,Drop Dt,Unit Taken,Instructor ID,Start_1,Srt1 AM/PM,Dec Start Time,End 1,End 1 AMPM,Dec End Time,Days 1,Facil ID 1,Building 1,Room 1
6,484,JNSE,H,0,1,E,11-05-13,11-05-13,,1.5,30,8:30:00 AM, 8:30 AM,8.50,9:30:00 AM, 9:30 AM,9.5,M W F,STO18,STO,18
6,460,SOCL,H,1,1,D,1/22/14,1/22/14,1/28/14,1,71,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,STO301,STO,301
6,359,CHEM,H,1,1,E,1/27/14,1/27/14,,1,137,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,STOAUD,STO,AUD
6,359,CHEM,H,1,00D,E,1/29/14,1/29/14,,0,190,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,F,,,
6,603,ARTS,H,1,1,D,11/14/13,11/14/13,11/14/13,0.5,85,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,M,,,
6,359,CHEM,H,1,00B,D,11-05-13,11-05-13,1/20/14,0,190,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,W,,,
6,718,ARTS,H,1,1,D,11-05-13,11-05-13,11/14/13,0.5,202,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,M,,,
7,659,EDUC,H,2,1,E,11/15/13,11/15/13,,1,180,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,CHS101,CHS,101
7,549,PHIL,H,1,1,E,11/15/13,11/15/13,,1,77,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST101,GST,101
7,277,RELG,H,2,1,D,1/24/14,1/24/14,1/24/14,1,272,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,GST103,GST,103
7,295,POLS,H,1,1,D,11/15/13,11/15/13,1/22/14,1,145,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL107,HLL,107
7,563,MATH,H,1,1,D,11/15/13,11/15/13,1/22/14,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
7,743,ARTD,B,1,1,D,1/22/14,1/22/14,1/24/14,0.5,287,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W,PEMSTD,PE,STUD
7,465,CMSC,B,1,1,E,1/28/14,1/28/14,,1,51,2:25:00 PM, 2:25 PM,14.42,3:45:00 PM, 3:45 PM,15.8,T H,PK338,PK,338
7,313,PSYC,H,1,3,E,11/15/13,11/15/13,,1,27,8:30:00 AM, 8:30 AM,8.50,10:00:00 AM,10:00 AM,10,T H,SHA410,SHA,410
7,664,ARTS,H,2,1,D,1/22/14,1/22/14,1/28/14,1,196,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,T,,,
8,659,EDUC,H,2,1,E,11-11-13,11-11-13,,1,180,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,CHS101,CHS,101
8,7,PHYS,H,1,1,D,11-11-13,11-11-13,1/29/14,1,178,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,CHSAUD,CHS,AUD
8,33,HIST,H,1,1,E,1/24/14,1/24/14,,1,212,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,HLL107,HLL,107
8,267,POLS,H,1,1,D,11-11-13,11-11-13,1/24/14,1,116,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLS108,HLS,108
8,684,MATH,H,1,1,E,1/21/14,1/21/14,,1,261,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,HLS109,HLS,109
8,69,PSYC,H,2,1,E,11-11-13,11-11-13,,1,62,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHA410,SHA,410
8,204,PSYC,H,2,1,D,11/15/13,11/15/13,1/21/14,1,54,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,SHA412,SHA,412
8,209,POLS,H,1,1,D,11-11-13,11-11-13,11/15/13,1,230,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STO10,STO,10
9,7,PHYS,H,1,1,D,11-05-13,11-05-13,1/19/14,1,178,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,CHSAUD,CHS,AUD
9,172,SPAN,H,1,1,E,11-06-13,11-06-13,,1,257,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLL7,HLL,7
9,313,PSYC,H,1,2,E,11-05-13,11-05-13,,1,188,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA410,SHA,410
9,478,MATH,H,2,1,E,1/18/14,1/18/14,,1,33,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STOAUD,STO,AUD
9,319,MUSC,H,2,1,E,11-05-13,11-05-13,,1,238,8:30:00 AM, 8:30 AM,8.50,10:00:00 AM,10:00 AM,10,T H,UN114,UN,114
9,458,MUSC,H,2,1,E,11-05-13,11-05-13,,0.5,276,4:30:00 PM, 4:30 PM,16.50,5:45:00 PM, 5:45 PM,17.8,M T H,,,
10,502,ECON,H,2,1,D,11-05-13,11-05-13,1/24/14,1,259,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,ESTW115,ESTW,115
10,370,ENGL,H,2,1,E,11-05-13,11-05-13,,1,318,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,HLL107,HLL,107
10,618,SPAN,H,1,1,E,11-06-13,11-06-13,,1,4,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL6,HLL,6
10,618,SPAN,H,1,2,D,11-05-13,11-05-13,11-06-13,1,29,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,HLL6,HLL,6
10,615,MATH,H,1,1,D,1/22/14,1/22/14,1/22/14,1,134,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS109,HLS,109
10,684,MATH,H,1,1,E,1/22/14,1/22/14,,1,261,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,HLS109,HLS,109
10,209,POLS,H,1,1,E,11-05-13,11-05-13,,1,230,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STO10,STO,10
11,618,SPAN,H,1,1,E,11/15/13,11/15/13,,1,4,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL6,HLL,6
11,359,CHEM,H,1,3,E,11/15/13,11/15/13,,1,242,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLS109,HLS,109
11,313,PSYC,H,1,2,E,11/15/13,11/15/13,,1,188,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA410,SHA,410
11,15,ECON,H,1,2,E,11/15/13,11/15/13,,1,22,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STO16,STO,16
11,359,CHEM,H,1,00C,E,11/15/13,11/15/13,,0,190,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,H,,,
12,466,RELG,H,2,1,D,11/15/13,11/15/13,1/23/14,1,266,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,CHSAUD,CHS,AUD
12,549,PHIL,H,1,1,E,11/15/13,11/15/13,,1,77,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST101,GST,101
12,563,MATH,H,1,1,E,11/15/13,11/15/13,,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
12,202,CMSC,H,1,1,E,11/15/13,11/15/13,,1,167,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,HLS108,HLS,108
13,124,ASTR,H,2,1,E,1/22/14,1/22/14,,1,297,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,OBS,OBS,
13,282,PHYS,H,2,1,E,1/22/14,1/22/14,,1,122,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,SHA217,SHA,217
13,313,PSYC,H,1,1,E,11/15/13,11/15/13,,1,152,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHA410,SHA,410
13,313,PSYC,H,1,2,D,11/15/13,11/15/13,1/21/14,1,188,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA410,SHA,410
13,313,PSYC,H,1,3,D,11/15/13,11/15/13,1/21/14,1,27,8:30:00 AM, 8:30 AM,8.50,10:00:00 AM,10:00 AM,10,T H,SHA410,SHA,410
13,478,MATH,H,2,1,E,11/15/13,11/15/13,,1,33,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STOAUD,STO,AUD
13,576,EAST,H,1,1,D,11/15/13,11/15/13,11/15/13,1,68,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,,,
13,22,PHYS,H,3,1,E,11/15/13,11/15/13,,0.5,122,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,H,,,
14,113,ECON,B,2,2,E,1/21/14,1/21/14,,1,208,11:25:00 AM,11:25 AM,11.42,12:45:00 PM,12:45 PM,12.8,T H,DAL119,DAL,119
14,113,ECON,B,2,1,D,11/15/13,11/15/13,12-04-13,1,208,9:55:00 AM, 9:55 AM,9.92,11:15:00 AM,11:15 AM,11.3,T H,DAL119,DAL,119
14,686,PHIL,H,2,1,D,11/15/13,11/15/13,1/21/14,1,77,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL106,HLL,106
14,563,MATH,H,1,1,D,11/15/13,11/15/13,1/26/14,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
14,337,MATH,B,1,2,E,1/26/14,1/26/14,,1,59,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W F,PK338,PK,338
14,445,POLS,H,1,1,E,11/15/13,11/15/13,,1,88,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO10,STO,10
14,72,POLS,H,2,1,E,11/15/13,11/15/13,,1,21,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,STO18,STO,18
14,71,PSYC,B,1,1,D,11/15/13,11/15/13,11/15/13,0.5,321,1:40:00 PM, 1:40 PM,13.67,4:00:00 PM, 4:00 PM,16,H,TH110,TH,110
14,258,PSYC,B,1,1,D,11/15/13,11/15/13,11/15/13,0.5,321,1:40:00 PM, 1:40 PM,13.67,4:00:00 PM, 4:00 PM,16,H,TH110,TH,110
15,220,HART,B,2,1,D,11/15/13,11/15/13,1/17/14,1,260,2:40:00 PM, 2:40 PM,14.67,4:00:00 PM, 4:00 PM,16,M W,CARP21,CARP,21
15,330,HART,B,1,1,E,11/15/13,11/15/13,,1,217,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W F,CARP25,CARP,25
15,323,GERM,H,0,1,E,11/15/13,11/15/13,,1,44,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,GST102,GST,102
15,396,SPAN,H,3,1,E,11/15/13,11/15/13,,1,330,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL6,HLL,6
15,689,ARTS,H,2,1,E,11/15/13,11/15/13,,1,36,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,,,
16,15,ECON,H,1,1,E,11/13/13,11/13/13,,1,163,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,CHS104,CHS,104
16,686,PHIL,H,2,1,E,11/13/13,11/13/13,,1,77,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL106,HLL,106
16,563,MATH,H,1,1,D,11/13/13,11/13/13,1/23/14,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
16,313,PSYC,H,1,1,E,11/13/13,11/13/13,,1,152,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHA410,SHA,410
16,574,ARTS,H,1,1,E,11/13/13,11/13/13,,0.5,85,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,M,,,
16,603,ARTS,H,1,1,E,11/13/13,11/13/13,,0.5,85,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,M,,,
17,180,GREK,H,0,1,E,11/15/13,11/15/13,,1,48,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL107,HLL,107
17,325,LATN,H,1,1,D,11/15/13,11/15/13,1/20/14,1,48,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,HLL112,HLL,112
17,21,LING,H,1,1,E,11/15/13,11/15/13,,1,72,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,HLS108,HLS,108
17,359,CHEM,H,1,2,E,11/15/13,11/15/13,,1,107,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,LNKL205,LNKL,205
17,91,ICPR,H,1,1,D,11/15/13,11/15/13,1/26/14,1,43,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,SHA217,SHA,217
17,514,LING,H,1,1,E,1/20/14,1/20/14,,1,292,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,STO10,STO,10
17,478,MATH,H,2,1,E,1/26/14,1/26/14,,1,33,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STOAUD,STO,AUD
17,359,CHEM,H,1,00C,E,11/15/13,11/15/13,,0,190,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,H,,,
18,737,CHEM,H,2,00A,E,1/24/14,1/24/14,,0,119,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,M,ESTW307,ESTW,307
18,737,CHEM,H,2,00B,D,11-11-13,11-11-13,1/24/14,0,119,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,T,ESTW307,ESTW,307
18,618,SPAN,H,1,2,E,1/28/14,1/28/14,,1,29,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,HLL6,HLL,6
18,618,SPAN,H,1,1,D,11/18/13,11/18/13,1/28/14,1,4,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL6,HLL,6
18,284,MATH,B,1,1,D,11-11-13,11-11-13,12-02-13,1,305,2:40:00 PM, 2:40 PM,14.67,4:00:00 PM, 4:00 PM,16,M W,PK243,PK,243
18,412,PSYC,H,2,1,D,11/18/13,11/18/13,11/18/13,1,27,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,SHA410,SHA,410
18,63,PSYC,H,2,1,D,11/18/13,11/18/13,1/28/14,1,31,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,SHA410,SHA,410
18,737,CHEM,H,2,1,E,1/24/14,1/24/14,,1,9,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD,SHA,AUD
18,651,BIOL,H,2,1,E,1/18/14,1/18/14,,1,296,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD,SHA,AUD
18,514,LING,H,1,1,E,1/18/14,1/18/14,,1,292,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,STO10,STO,10
18,651,BIOL,H,2,00B,E,1/18/14,1/18/14,,0,246,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,W,,,
18,651,BIOL,H,2,00C,D,11-11-13,11-11-13,1/18/14,0,246,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,H,,,
19,15,ECON,H,1,1,E,11/15/13,11/15/13,,1,163,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,CHS104,CHS,104
19,98,SPAN,H,0,1,E,11/15/13,11/15/13,,1,4,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL6,HLL,6
19,313,PSYC,H,1,2,D,11/15/13,11/15/13,11/15/13,1,188,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA410,SHA,410
19,313,PSYC,H,1,3,D,11/15/13,11/15/13,1/28/14,1,27,8:30:00 AM, 8:30 AM,8.50,10:00:00 AM,10:00 AM,10,T H,SHA410,SHA,410
19,632,MATH,H,1,1,E,11/15/13,11/15/13,,1,134,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD,SHA,AUD
19,597,CITY,B,2,1,E,11/15/13,11/15/13,,1,102,11:25:00 AM,11:25 AM,11.42,12:45:00 PM,12:45 PM,12.8,T H,TH111,TH,111
20,121,WRPR,H,1,1,E,11/17/13,11/17/13,,1,41,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,HLL106,HLL,106
20,359,CHEM,H,1,3,E,11-12-13,11-12-13,,1,242,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLS109,HLS,109
20,91,ICPR,H,1,1,E,1/29/14,1/29/14,,1,43,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,SHA217,SHA,217
20,445,POLS,H,1,1,E,11-04-13,11-04-13,,1,88,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO10,STO,10
20,359,CHEM,H,1,1,D,11-05-13,11-05-13,11-12-13,1,137,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,STOAUD,STO,AUD
20,359,CHEM,H,1,00D,E,11-12-13,11-12-13,,0,190,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,F,,,
21,199,HIST,H,2,1,D,11/14/13,11/14/13,1/30/14,1,239,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL107,HLL,107
21,309,HIST,H,1,1,E,1/26/14,1/26/14,,1,300,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL201,HLL,201
21,350,POLS,H,2,1,E,11/14/13,11/14/13,,1,88,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,STO14,STO,14
21,652,CNSE,B,0,2,E,11/14/13,11/14/13,,1,222,10:10:00 AM,10:10 AM,10.17,11:00:00 AM,11:00 AM,11,M W F,TH111,TH,111
21,4,CSTS,H,2,1,E,11/14/13,11/14/13,,1,151,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,,,
22,709,PHYS,H,1,2,E,11-05-13,11-05-13,,1,56,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,ESTW309,ESTW,309
22,98,SPAN,H,0,1,E,11-05-13,11-05-13,,1,4,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL6,HLL,6
22,709,PHYS,H,1,00A,E,11-05-13,11-05-13,,0,,1:15:00 PM, 1:15 PM,13.25,4:00:00 PM, 4:00 PM,16,T,HLS105,HLS,105
22,399,MATH,H,2,1,E,11-05-13,11-05-13,,1,293,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,HLS11,HLS,11
22,590,PHYS,H,1,1,E,1/23/14,1/23/14,,0.5,39,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,OBS,OBS,
22,445,POLS,H,1,1,E,11-05-13,11-05-13,,1,88,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO10,STO,10
22,15,ECON,H,1,2,D,11-05-13,11-05-13,1/23/14,1,22,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STO16,STO,16
